id,sentiment,review
1038,3,The algorithm employs a greedy heuristic search within a Bayes -ian framework _comma_ and a post-pass using the Inside-Outside algorithm .
1039,2,Consulting the Baum-Welch re-estimation formulae suggests that the approach described is more appropriate _comma_ and this is confirmed by slightly greater tagging accuracy .
1040,3,The default body introduces a new value ( sg ) by creating an input increment as a default .
1041,3,First the proposed anchors are constructed _comma_ then they are filtered _comma_ and finally _comma_ they are classified and ranked .
1042,3,Since s is an atomic type _comma_ the third coord clause matches with
1043,1,We have been concerned with investigating the lexical functions ( LFs ) of Mel'cuk and Zolkovsky 1984 as a candidate interlingual device for the translation of adjectival and verbal collocates .
1044,3,This extension enables us to successfully bind the `` she '' in the final utterance of the example in figure  to `` Friedman . ''
1045,2,In such cases a simple top-down parser will be incomplete _comma_ and a left corner parser will resort to buffering the input ( so won't be fully word-by-word ) .
1046,3,Because of rule 2 _comma_ the interpretation in figure  is preferred over the one in figure .
1047,3,For Judge 2 _comma_ there were 86 test instances with sufficiently high confidence to be considered .
1048,2,But it suffers a number of drawbacks _comma_ especially when viewed from a computational perspective .
1049,3,As the base-line result we measured the performance of the taggers with all known words on the same word sample .
1050,3,We advocate an approach in which the contribution of each underspecification and assumption is tabulated as well as the effect of error chains .
1051,3,The bottom-up presentation process simulates the unplanned part of proof presentation .
1052,3,When an agent performs a promise to perform an action _comma_ or performs an acceptance of a suggestion or request by another agent to perform an action _comma_ the agent obliges itself to achieve the action in question .
1053,4,The hearer has to understand the reference well enough that when he later reaches the building _comma_ he will recognize it as the intended referent .
1054,3,describes a complex tense state .
1055,4,In the Penn treebank tree-tagged corpus Marcus 1991 _comma_ for instance _comma_ about 80 percents of the rules are concerned with peculiar sentences which include inversive _comma_ elliptic _comma_ parenthetic _comma_ or emphatic phrases .
1056,3,The plan constructor attempts to find a plan with the surface speech actions for the suggested attribute in its yield _comma_ but this might not be possible .
1057,3,Now consider individual transitions .
1058,3,( This corresponds to temporal centering 's preference to continue the current thread . )
1059,5,Most deletion accounts assume that deletion is performed under identity of words _comma_ but don't analyse what it means for two words to be identical ( an exception is van Oirsouw who discusses phonological _comma_ morphological and referential identity ) .
1060,5,As described in Grosz et al. 1986 _comma_ the process of centering attention on entities in the discourse gives rise to the intersentential transitional states of continuing _comma_ retaining and shifting .
1061,1,We presented a technique for fully unsupervised statistical acquisition of rules which guess possible parts-of-speech for words unknown to the lexicon .
1062,5,Each pronominal reference marker has a unique index from  and is displayed in the figures in the form _comma_ where POLLARD is the semantic representation of the co-specifier .
1063,7,The experimental results in section  show that effective strategies to support deliberation are determined by both cognitive and task variables .
1064,3,The alternative proposed here is to view semantic interpretation as a process of building a ( possibly partial ) description of the intended semantic composition ; i.e. ( partial ) descriptions of what the meanings of various constituents are _comma_ and how they should be composed together .
1065,3,We define  _comma_ the similarity-based model for the conditional distribution of _comma_ as a weighted average of the conditional distributions of the words in :
1066,2,We found that the MDL-based method performs better than the MLE-based method .
1067,3,Now _comma_ the process becomes as in Fig.  .
1068,3,The final constraint in the plan makes sure that the hearer 's confidence threshold is exceeded .
1069,3,In addition _comma_ the majority of Interruptions ( 73 % ) are initiated by apprentices _comma_ in contrast to the ADs in which only 29 % are produced by the Clients .
1070,3,These arguments are used for the input _comma_ the start and end points of the area of the input in which the rule may succeed _comma_ the start and end points of the actual part of the input over which it in fact succeeds _comma_ the number of terminal items covered within that island _comma_ a reference to the point in the chart where the result is stored _comma_ and a list of pointers to sub-results .
1071,3,With this rule _comma_ one can now handle such phrases as the left-hand bottom corner _comma_ and a banana tree .
1072,5,The general dual-coding theory hypothesizes that human represents language with dual systems -- the verbal system and the imagery system .
1073,4,The phonological or orthographic changes involved in affixation may be quite complex _comma_ so dimension  can be large _comma_ and a feature mechanism may be needed to handle such varied but interrelated morphosyntactic phenomena such as umlaut Trost 1991 _comma_ case _comma_ number _comma_ gender _comma_ and different morphological paradigms .
1074,5,Next _comma_ one agent or the other must refashion the referring expression plan in the context of the judgment by either replacing some of its actions ( by using replace-plan ) or by adding new actions to it ( by using expand-plan ) .
1075,3,We also compare with the English language and draw some conclusions on the benefits of our approach .
1076,6,The data described below was obtained from Daniel Ponsford ( personal communication ) _comma_ based on Wehr 1971 .
1077,3,By analogy with the situation for _comma_ derived feature structures can be viewed as consisting of a bounded part ( relevant to rule application ) plus unbounded information about the values of features .
1078,3,Accounting for IRU 's has two direct effects on a dialogue model .
1079,3,We then formalize the dependencies between case slots as the probabilistic dependencies between these random variables .
1080,3,For these reasons we will not allow learned rules whose RHSs are empty _comma_ but simply refrain from cutting in nodes of the parse trees that do not dominate at least one lexical lookup .
1081,3,They tell us nothing about what makes the algorithms more or less general _comma_ or how they might be improved .
1082,3,For these grammars data-driven bottom-up processing is more appropriate .
1083,3,At the current state of the art in statistical natural language processing _comma_ it is best to use a combination of an automatically constructed thesaurus and a hand made thesaurus for disambiguation purpose .
1084,3,In this case the initial model is of better quality than BW can achieve .
1085,3,Induced tree-cutting criteria where the node entropy was taken to be the phrase entropy of the RHS phrase of the dominating grammar rule .
1086,6,We use the framework for the allocation and transfer of control of Whittaker and Stenton 1988 .
1087,2,Although agents involved in argumentation and non-collaborative negotiation take other agents ' beliefs into consideration _comma_ they do so mainly to find weak points in their opponents ' beliefs and attack them to win the argument .
1088,3,Interestingly _comma_ nothing needs to be changed to use the same parser for the computation of the intersection of a FSA and a CFG .
1089,7,The different techniques are experimentally evaluated in section  .
1090,2,The need to figure out such systems as the comparative phonology of various linguistic sites can be very time-consuming and fraught with arbitrary choices .
1091,5,The algorithm and an example is reproduced below .
1092,3,This is not the case .
1093,3,where  is an experimentally-determined interpolation parameter .
1094,3,The attachment of both PPs is then skipped .
1095,4,For example _comma_ expansion at the VP level gives :
1096,4,Non-deterministic search methods have been devised as a way of tackling large-scale combinatorial optimisation problems _comma_ problems that involve finding optima of functions of discrete variables .
1097,3,In terms of a traditional classification _comma_ this would be seen as a ` hybrid symbolic-statistical ' system because it deals with linguistic structure .
1098,3,Slightly more generally _comma_ PLTG can generate the language
1099,3,A tentative experiment on the contribution of using morphological or surface analysis in French and Swedish was therefore carried out .
1100,3,We used SVDPACK to compute the singular value decompositions described in this paper Berry 1992 .
1101,3,Almost all of the remaining errors are misassignments within closed classes _comma_ including well-known errors due to long distance phenomena _comma_ such as those resulting from the confusion of relative pronouns _comma_ demonstrative pronouns and articles in sentences like : die einmal fr die Buchproduktion erfaten Texte or : doch der wollte nicht _comma_ das falle auf .
1102,2,The answer is that :
1103,5,An arrow pointing from  to is called a subordination constraint and means that the formula must not have wider scope than .
1104,4,The most likely analysis will be taken to be the one that contains the most frequent configurations .
1105,3,for each  and each _comma_ if then _comma_ and
1106,3,Discriminant analysis takes a set of precategorized individuals and data on their variation on a number of parameters _comma_ and works out a set discriminant functions which distinguishes between the groups .
1107,1,We investigated the mechanism for changing control between these structures and found that utterance type and not cue words predicted shifts of control .
1108,3,An agent uses his salience hierarchy for two related purposes : the first to determine what is salient in a particular situation _comma_ and the second to determine the adequacy of a description .
1109,5,It repeats this process until no node pair is left unprocessed .
1110,3,a global threshold level may be set to determine the minimum fraction of spanned input that may be covered in a parse _comma_ and
1111,3,As the table also shows _comma_ the best value of  increases as k decreases _comma_ that is _comma_ for lower k a greater weight is given to the conditioned word 's frequency .
1112,3,This further suggests the possibility of a parallel approach to parsing .
1113,3,However _comma_ we argued in section  that our qualitative model suffered from lack of robustness _comma_ from having only the crudest means for choosing between competing hypotheses _comma_ and from being computationally intractable for large vocabularies .
1114,5,Ambiguities are resolved by comparing the strength of associativity between a preposition and a verb and the preposition and a nominal head .
1115,3,After obtaining the optimal rule-sets we performed the same experiment on a word-sample which was not included into the training lexicon and corpus .
1116,3,explains the function of a class of informationally redundant utterances that cannot be explained by other accounts ; and
1117,3,In contrast _comma_ dimensions corresponding to small singular values represent idiosyncrasies _comma_ like the phonological constraint on the usage of `` an '' vs. `` a '' _comma_ and will be dropped .
1118,5,For reason of space we cannot detail our formalism here _comma_ but we intend to present it in the talk .
1119,3,Then  is in Patheq _comma_ and nothing else is .
1120,3,Their product  is the best least square approximation of C by a matrix of rank m : .
1121,5,The translation process consists of three phases :
1122,5,All three parsers accept grammars written in the ANLT formalism Briscoe et al. 1987a _comma_ and the first two are distributed as part of the ANLT package .
1123,1,A system under construction is outlined which incorporates morphological checks ( using new two-level error rules ) over a directed letter graph _comma_ tag positional trigrams and partial parsing .
1124,7,We look further at this issue in the next section .
1125,7,The definitions of noun phrase countability given in Section  _comma_ while useful for analyzing English _comma_ are not sufficient for translating from Japanese to English .
1126,3,Inference of mutual understanding relies upon some evidence _comma_ e.g. the utterance that is made _comma_ and a number of underlying assumptions .
1127,4,FB assigns a probability to every tag on every word _comma_ while Viterbi prunes tags which cannot be chosen because their probability is lower than the ones of competing hypotheses _comma_ with a corresponding gain in computational efficiency .
1128,7,Explanations of the knowledge contained within each grammar principle is given in the following sections .
1129,3,The aim is to fill the unfilled roles in the CSs _comma_ due to anaphora or unattached PPs. To summarize the algorithm is :
1130,3,We conducted some experiments in order to test the effectiveness of this strategy .
1131,7,In this section we characterize the forms being addressed in terms of two features :
1132,2,But these modes are simply the extremes of possibility and to my knowledge _comma_ no previous work has proposed any principles for when to include optional information _comma_ or any way of testing the proposed principles to see how they are affected by the conversants and their processing abilities _comma_ by the task _comma_ by the communication channel _comma_ or by the domain .
1133,3,We use collocations from thesaurus categories that are word abstractions .
1134,5,Litman and Allen 1987 introduced an intentional analysis at the discourse level in addition to the domain level _comma_ and assumed a set of conventional multi-agent actions at the discourse level .
1135,5,This version differs from the current version ( 1.2 ) of the Xerox Tagger as described in Cutting et al. 1992 in that the DDS Tagger accommodates lexicons and class guessers in the form of external finite-state transducers .
1136,3,My conclusion is that the traditional bottom-up technique works better than a typical top-down method .
1137,3,We thank Mr. R. Isotani of NEC Information Technology Res. Labs. for his comments .
1138,3,There seem to be three patterns of behaviour :
1139,4,In text _comma_ various rhetorical patterns are used to clarify the principle of argument .
1140,7,In the next section _comma_ we introduce the facts concerning gapping _comma_ VP-ellipsis _comma_ and non-elliptical event reference that we seek to explain .
1141,4,Note in the above example that the slot of ` from ' and that of ` to ' should be considered dependent and the attachment site of one of the prepositional phrases ( case slots ) can be determined by that of the other with high accuracy and confidence .
1142,3,Instead of grammatical information being localised to the sentence as a whole _comma_ it is localised to a particular word in its particular context : there is no need to consider a pp as a start of a sentence if it occurs at the end _comma_ even if there is a verb with an entry which allows for a subject pp .
1143,3,A `` semantic distance '' rating between the new DCU and each previous thread is determined .
1144,5,This does not impose any condition that the two categories X and Y share anything in common .
1145,3,The key design decision is to compose morphophonological and morphosyntactic information _comma_ but not the lexicon _comma_ when compiling the description .
1146,3,In its explicit dual Case-Explicit a PCA is added to the beginning of the Acts slot _comma_ which produces the verbalization :
1147,3,The result of the learning process is a set of syntactic SRs _comma_ ( verb _comma_ syntactic relationship _comma_ semantic class ) .
1148,5,One of the most effective taggers based on a pure HMM is that developed at Xerox Cutting et al. 1992 .
1149,3,We have made this choice because we want to be able to analyse the performance of the algorithms across different domains .
1150,3,Here this will be made particularly explicit _comma_ with the parser described in terms of just two rules which take a state _comma_ a new word and create a new state .
1151,5,A Wizard of Oz exercise _comma_ carried out to collect data for this task _comma_ was conducted in a similarly rigid way ; thus it is straightforward to divide the training corpus into clusters _comma_ one cluster for utterances immediately following each kind of system query .
1152,3,We consider an extension of cfg in which each nonterminal A is associated with a tree  .
1153,4,If the input structure for generation is provided by another AI-system _comma_ global problems in producing sufficient input information for the generator may occur _comma_ e.g. _comma_ because of translation mismatches in machine translation Kameyama 1991 .
1154,7,An analysis of the types of disambiguation involved in these models is presented in section  .
1155,3,While passage  could be understood as an Explanation on semantic grounds _comma_ the hearer assumes Narration since no other relation is cued .
1156,2,However _comma_ this simplistic method is inefficient ; for instance _comma_ the length of lexical indices are arbitrary with respect to properties of the words themselves ( e.g. _comma_ in Hypothesis 2 _comma_ there is no reason why /jul/ was assigned the index ` 10 ' -- length two -- instead of ` 9 ' -- length one ) .
1157,5,Many theories of semantic interpretation use  - term manipulation to compositionally compute the meaning of a sentence .
1158,5,This sparseness problem is well-known and serious in the co-occurrence statistics .
1159,3,Because this model is highly lexical _comma_ we can hope that the input words will allow effective pruning by limiting the number of search paths having significantly high probabilities .
1160,3,This is because they terminate in a local optimum and the particular one found depends heavily on the starting point in the search _comma_ and there is usually no way of choosing a good starting point .
1161,1,This paper describes a representation and associated compiler intended for two-level morphological descriptions of the written forms of inflecting languages .
1162,5,The explicit definite clause characterization of filtering resulting from Magic compilation allows processor independent and logically clean optimizations of dynamic bottom-up processing with respect to goal-directedness .
1163,3,For each parse _comma_ the heuristic computes a penalty score for each of the features .
1164,3,The results are summarised in table  _comma_ for various corpora _comma_ where F denotes the `` most frequent tag '' test .
1165,5,Several researchers Partee 1984 _comma_ Hinrichs 1986 _comma_ Nerbonne 1986 _comma_ Webber 1988 have sought to explain the temporal relations induced by tense by treating it as anaphoric _comma_ drawing on Reichenbach 's separation between event _comma_ speech _comma_ and reference times Reichenbach 1947 .
1166,6,Following Pereira et al. 1993 _comma_ we measure word similarity by the relative entropy _comma_ or Kullback-Leibler ( KL ) distance _comma_ between the corresponding conditional distributions .
1167,3,We discuss the scanning step for bottom-up Earley deduction and indexing schemes that help avoid useless deduction steps .
1168,1,The aim of the experiment is to determine _comma_ crudely _comma_ whether a bigger tagset is better than a smaller one _comma_ or whether external criteria requiring human intervention should be used to choose the best tagset .
1169,3,As with nearly all clustering problems _comma_ finding a global maximum is impractical .
1170,3,A claim of this paper is that one role of IRU 's is to ensure that these assumptions are supported by evidence _comma_ thus decreasing the defeasibility of the mutual beliefs that depend on them Galliers 1991 .
1171,5,With her extension _comma_ subject pronouns prefer subject antecedents and non-subject pronouns prefer non-subject antecedents .
1172,3,The tape recordings from four dialogues were then transcribed and the analysis conducted on the typewritten transcripts rather than the raw recordings .
1173,4,A dendroid distribution can be represented by a dependency forest ( i.e. a set of dependency trees ) _comma_ whose nodes represent the random variables _comma_ and whose directed arcs represent the dependencies that exist between these random variables _comma_ each labeled with a number of parameters specifying the probabilistic dependency .
1174,4,Word groupings useful for language processing tasks are increasingly available _comma_ as thesauri appear on-line _comma_ and as distributional word clustering techniques improve .
1175,1,In this paper we describe a method for analysing the temporal structure of a discourse .
1176,1,Studying quantities of texts _comma_ we try to understand as well as possible ways to discriminate languages .
1177,3,Figure  shows how a set of such trees can be generated by illustrating the effect of the following production .
1178,4,Consider the following dialogue from the TRAINS corpus Gross et al. 1993 .
1179,3,A shorter version of this paper appears in the Proceedings of the ACL Conference on Applied Natural Language Processing _comma_ Stuttgart _comma_ October 1994 _comma_ and is Association for Computational Linguistics .
1180,5,The value  is the number of different ways a symbol expands under the Lari and Young methodology .
1181,3,Future work should consider more the strategic part of the generation problem _comma_ e.g. try to find heuristics and strategies which handle situations of ` scope mismatch ' where one language has to be more precise with regard to scope than the other .
1182,3,The point is this .
1183,3,These optimizations are direction independent in the sense that they are useful for both generation and parsing .
1184,3,It also supports effective and efficient dialogues by identifying the focus of modification based on its predicted success in resolving the conflict about the top-level belief and by using heuristics motivated by research in social psychology to select a set of evidence to justify the proposed modification of beliefs .
1185,3,This is a combinatorial optimisation problem _comma_ for which two non-deterministic search techniques are provided : a genetic algorithm and a simulated annealing algorithm .
1186,3,Moreover _comma_ the parsing problem also lies within NP _comma_ since for a given grammar G proofs are linearly bound by the length of the string and hence _comma_ we can simply guess a proof and check it in polynomial time .
1187,3,The constraints on PLPATR which we have identified in this paper ensure that these feature values can be manipulated independently of one another and that they behave in a stack-like way .
1188,3,The left and right context vectors are the basis for four different tag induction experiments _comma_ which are described in detail below :
1189,3,The tenses used may not completely specify the implicit temporal relations between the described events .
1190,3,The transition on input of likes is non-deterministic .
1191,3,and describe states and either describes a simple tense state or
1192,5,Gorrell restricts this constraint to Primary structural relations ( i.e. dominance and precedence ) _comma_ while secondary relations ( e.g. thematic and case dependencies ) are not so constrained .
1193,4,For example _comma_ if a natural language understanding system is interfaced with a speech recognition component _comma_ chances are that this compenent is uncertain about the actual string of words that has been uttered _comma_ and thus produces a word lattice of the most promising hypotheses _comma_ rather than a single sequence of words .
1194,2,Previous studies of the discourse structure of multi-participant dialogues have often factored out the role of MIXED-INITIATIVE _comma_ by allocating control to one participant Grosz 1977 _comma_ Cohen 1984 _comma_ or by assuming a passive listener McKeown 1985 _comma_ Cohen 1987 .
1195,3,Note that our purpose for studying SDL is not that it might be in any sense better suited for a theory of grammar ( except perhaps _comma_ because of its simplicity ) _comma_ but rather _comma_ because it exhibits a core of logical behaviour that any richer system also needs to include _comma_ at least if it should allow for non-peripheral extraction .
1196,3,We illustrate the general difficulties encountered with quantitative evaluation .
1197,1,In this paper I show how starting from a definite clause characterization of filtering derived automatically from a logic grammar using Magic compilation _comma_ filter optimizations can be performed in a processor independent and logically clean fashion .
1198,5,Of course _comma_ the necessary precautions have to be taken in order to avoid the confusion between object - and meta-level variables _comma_ cf. Shieber et al. 1990 .
1199,3,Now _comma_ we will apply our notions above to the actual problem of sentence generation .
1200,5,For translation _comma_ a very direct approach using parameters based on surface positions of words in source and target sentences was adopted in the Candide system Brown et al. 1990 .
1201,3,Usually this is the case with irregular words like _comma_ for example _comma_ `` cattle '' which was wrongly guessed as a singular noun ( NN ) but in fact is a plural noun ( NNS ) .
1202,3,Parsing uses fixed-arity term unification .
1203,3,With WSD _comma_ the precision by using co-occurrence vectors from a 20 M words corpus was higher than by using distance vectors from the CED .
1204,1,First _comma_ we wish to extend formal accounts of single utterances produced by single speakers to explain multi-participant _comma_ multi-utterance discourses Pollack 1986 _comma_ Cohen and Perrault 1986 .
1205,3,For training from a hand-tagged corpus _comma_ the model is estimated by counting the number of transitions from each tag i to each tag j _comma_ the total occurrence of each tag i _comma_ and the total occurrence of word w with tag i .
1206,3,We have foreseen the application of the following techniques :
1207,3,The hand tagging of these corpora is quite different .
1208,5,The Foundations for Intelligent Graphics Project ( FIG ) considered various ways in which natural language input could be used within computer aided design systems ( the particular application studied was computer aided kitchen design _comma_ where users would not necessarily be professional designers ) .
1209,2,A more appealing approach is an empirical automatic acquisition of such rules using available lexical resources .
1210,5,The automata may be derived from the rules alone Trost 1990 _comma_ or involve composition with the lexicon Karttunen et al. 1992 .
1211,3,It enforces also that certain PCAs be used to mediate between parts of proofs .
1212,3,The second part of Figure  shows declares how quantifiers are represented _comma_ which are required since the sentences to be processed may have determiners .
1213,4,Similarly _comma_ in many tone languages _comma_ voice pitch alone signals the tense of a verb .
1214,3,Finally _comma_ two implementations -- one for each technique -- are described and then compared using both artificial and real data for sequences of up to 20 tones .
1215,3,Suppose  .
1216,3,We provide the system with default descriptions .
1217,3,In order to solve point d above _comma_ we have foreseen two possibilities :
1218,4,Although not orthogonal to genre-dependent variation _comma_ the variation that relates directly to content and topic is along other dimensions .
1219,3,And hence _comma_ this result increases our understanding of the necessary computational properties of such richer systems .
1220,3,A list of common appearing substitutions was constructed from the development set .
1221,5,Instead _comma_ Katz 's back-off scheme redistributes the free probability mass non-uniformly in proportion to the frequency of _comma_ by setting
1222,3,Verb Phrases _comma_ Sentences _comma_ Segments _comma_ e.g. this _comma_ that _comma_ it .
1223,3,In general _comma_ two methods exist for combining information sources in the MDL paradigm : one is to have absolute requirements on plausible hypotheses ( like our phonotactic constraints ) -- these requirements must be independently learnable ; the other method of combination is to include an information source in the internal representation of hypotheses ( like our distributional information ) -- all components of the representation are learned simultaneously ( see Ellison 1992 _comma_ for an example of multiple components in a representation ) .
1224,3,The resulting HMM had an error rate of 3.14 % .
1225,3,We refer to this formalism as Partially Linear Tree Grammars ( PLTG ) .
1226,3,This formula states that if a path set is R-related to the ( path set corresponding to the ) f-structure for Bill _comma_ then it receives Bill as its meaning .
1227,3,It is possible to define global and local thresholds for the proportion of the spanned input that must be covered by rules ; in this way _comma_ the user of an LHIP grammar can exercise quite fine control over the required accuracy and completeness of the analysis .
1228,3,These conclusions are based partly on an analysis of the mathematical properties of the clusters themselves _comma_ partly on how well they correlate with analyses based on more traditional isogloss techniques _comma_ and partly on how well they compare with previously-published descriptions of dialects in a specific language _comma_ Irish Gaelic .
1229,5,We believe that few adjuncts are going to provide enough evidence in the corpus for creating SRs .
1230,3,Future lines of research will mainly concentrate on improving the local normalization technique by solving the noun sense ambiguity .
1231,3,To conclude _comma_ a few further arguments for this view _comma_ that are independent of any particular proposals for dealing with ellipsis .
1232,3,For a sentence without any explicit connective expressions _comma_ extension relation is set to the sentence .
1233,3,The training set will be indexed in an and-or tree and used to extract the specialized rules .
1234,3,In order to force the choice of the ` best ' parse on to the verb _comma_ the probabilities of theta grids for nouns _comma_ prepositions _comma_ etc .
1235,3,I would like to thank Helmut Schmid of the University of Stuttgart for providing extensions of parameter initialization for the Xerox Tagger and Jean-Pierre Chanod and Lauri Kartunnen of the Rank Xerox Research Laboratory Grenoble for making available the French and English tagged texts and lexicons .
1236,2,Previous comparisons have either focussed on context-free ( CF ) or augmented CF parsing Tomita 1987 _comma_ Billot and Lang 1989 _comma_ or have used relatively small _comma_ limited-coverage unification grammars and lexicons Shann 1989 _comma_ Bouma and van Noord 1993 _comma_ Maxwell and Kaplan 1993 .
1237,5,And to date _comma_ grammar checkers and other programs which deal with ill-formed input usually step directly from spelling considerations to a full-scale parse _comma_ assuming a complete sentence .
1238,3,Some obligation rules based on the performance of conversation acts are summarized in Table  .
1239,3,The task of assigning a set of POS - tags to a word is actually quite similar to the task of document categorisation where a document should be assigned with a set of descriptors which represent its contents .
1240,5,The backward center is a confirmation of an entity that has already been introduced into the discourse ; more specifically _comma_ it must be realized in the immediately preceding utterance _comma_  .
1241,7,We describe the revised semantic framework in Section  _comma_ and work through several examples of non-constituent coordination ( specifically _comma_ right-node raising ) in Section .
1242,5,Following them _comma_ the structure of the so called ( cluase level ) complex sentence is the following shown in Fig.  .
1243,3,As previously described _comma_ the penalty for a skipped word ranges between 0.95 and 1.05 _comma_ depending on the word 's position in the sentence .
1244,3,In particular _comma_ it should be possible to specify relations among morphosyntactic and morphophonological rules and lexical entries ; for the convenience of developers _comma_ this is done by means of feature equations .
1245,3,The parameter  controls the relative contribution of words in different distances from : as the value of increases _comma_ the nearest words to get relatively more weight .
1246,3,We have argued that this is the correct distinction to make _comma_ and have given a treatment of the second issue .
1247,7,In section  _comma_ I examine the assumption that : Propositions representing beliefs and intentions get added to the context by the unilateral action of one conversant .
1248,4,Some attention has been given to how to make such techniques effective ; for example Cutting et al. 1992 suggest ways of training trigram taggers _comma_ and Merialdo 1994 and Elworthy 1994 consider the amount and quality of the seeding data needed to construct an accurate tagger .
1249,4,Briefly _comma_ the context free skeleton of the grammar rules describes the c-structure _comma_ the well-formedness conditions restrict f-structure admissibility _comma_ and the schemata synchronise the information contained in the c - and f-structures .
1250,5,This is equivalent to minimizing the ` data description length ' as defined in Section 3 _comma_ i.e.  .
1251,3,Also with respect to the dependency constraint an optimization of the rules in the grammar is important .
1252,6,In particular we propose to employ an efficient learning algorithm based on the MDL principle to realize this task .
1253,5,Since then _comma_ there have been some promising results from using co-occurrence vectors _comma_ such as word sense disambiguation Schuetze 1993 _comma_ and word clustering Pereira et al. 1993 .
1254,3,The specific accuracies were different in the various tests _comma_ but the overall patterns remained much the same _comma_ suggesting that they are not an artifact of the tagset or of details of the text .
1255,4,Conversely _comma_ it is possible to imagine building a language model in which all probabilities are estimated according to intuition without reference to any real data _comma_ giving a probabilistic model that is not empirical .
1256,3,If now we model the language as consisting of sentences drawn at random from K different subpopulations _comma_ each with its own unigram probability distribution for words _comma_ then the estimated corpus probability is
1257,2,However _comma_ Solomonoff does not specify a concrete search algorithm and only makes suggestions as to its nature .
1258,3,The most common ( accumulated ) error is the confusion of proper nouns and common nouns -- a result of the fact that both proper nouns and common nouns are both capitalized in German .
1259,3,mentioned above .
1260,7,We discuss examples involving intensional verbs in Section  .
1261,3,fs and bs are declared to be constructors for forward and backward slash .
1262,3,Events are included in their location time ( recorded in the DRS as  on the respective markers ) _comma_ while states temporally overlap their location time ( recorded as ) .
1263,3,For each interpretation I and each object u in I _comma_ [ some unique morph abstracts u under I. ] ] I thus write of the abstraction of u under I .
1264,3,This lref _comma_ implicitly suggested by each CoL verb _comma_ can be either the initial location ( as with partir-to leave ; sortir-to go out ) _comma_ or the path ( passer _comma_ traverser-to pass through ) or the final location ( arriver-to arrive ; entrer-to enter ) of the motion .
1265,3,Neighbors with highest similarity according to both left and right context are listed .
1266,1,This paper puts forward an architecture that combines several established NL generation techniques adapted for a particular application _comma_ namely the presentation of ND style proofs .
1267,4,In English _comma_ voice pitch alone can signal the distinction between a statement and a question .
1268,2,However _comma_ such remedies have their drawbacks .
1269,3,A default classifier is stored stored in the dictionary for uncountable nouns and pluralia tanta .
1270,3,From theorem  and proposition .
1271,6,Incremental processing by addition of new items
1272,5,The 3-D approaches and processing strategies use syntactic context more directly _comma_ and it is to these methods which we now turn .
1273,1,The current exploratory study uses control as a parameter for identifying these higher level structures .
1274,3,This brings up the intriguing possibility that we can predict coordination facts from known processing data _comma_ and vice versa .
1275,7,In Section  we describe two types of discourse inference _comma_ namely Common Topic inference and Coherent Situation inference _comma_ and make a specific proposal concerning the interface between these and the syntactic and semantic representations they utilize .
1276,4,The major topic in the development of word-POS guessers is the strategy which is to be used for the acquisition of the guessing rules .
1277,5,That is _comma_ the number of parameters in the models selected by MDL converge to that of the true model Rissanen 1984 .
1278,5,Takubo 1987 divided level A into two levels .
1279,3,By restricting the matrices  _comma_ _comma_ and to their first m # LT k columns ( = principal components ) one obtains the matrices T _comma_ S _comma_ and D .
1280,3,In the present case _comma_ this means that I did do something to it ( whatever `` it is ) _comma_ but what I did was not stealing .
1281,7,In this section _comma_ I use theorem  to show how - given a rational signature that meets reasonable computational conditions - to construct an effective algorithm to decide if a feature structure is satisfiable .
1282,1,In the following sections _comma_ we argue for the appropriateness of processing-conforming default handling .
1283,3,Repeat  and _comma_ until all PPs and anaphors are treated .
1284,3,Eventualities are interpreted with respect to the Rpt - events are taken to follow the current Rpt _comma_ while states include it .
1285,3,From this it is sensible to conclude _comma_ consistently with the results of Briscoe and Carroll 1993 _comma_ that a more complex model of grammar rule interaction might yield better results .
1286,3,This technique does not require specially prepared training data and uses for training the lexicon and word frequencies collected from a raw corpus .
1287,3,The disambiguation accuracy obtained this way was  .
1288,3,As for lhip_success _comma_ but lists only the most specific successful rules ( i.e. those which have themselves succeeded but whose results have not been used elsewhere ) .
1289,5,This is illustrated in Figure  _comma_ where L indicates a low tone and H indicates a downstepped high tone .
1290,3,The class DEICTIC refers to deictic references to material introduced by noun phrases _comma_ whereas the class EVENT refers to material introduced clausally .
1291,3,Given that we are attempting to construct a formalism that will do justice to both the statistical and structural aspects of language _comma_ the features that we would wish to maximize will include the following :
1292,3,The test set will be used to check the coverage of the set of extracted rules .
1293,7,With respect to this task it is discussed
1294,4,For example _comma_ problems during speech recognition of automatic interpretation can lead to results like `` the ( man / men ) will come to the hotel tomorrow '' .
1295,4,In our example the relative pronoun has such a complex type triggering an extraction .
1296,3,We looked at all anaphors ( excluding first and second person ) _comma_ and grouped them into 4 classes .
1297,3,Actually _comma_ with the ontological issues settled it is a relatively simple task to devise suitable specification languages : we simply consider how LFG linguists talk about such structures when they write grammars .
1298,3,Definition 9 .
1299,3,The overall design is as follows .
1300,5,At first glance such a view seems ideally suited to incremental interpretation .
1301,3,The overall reduction in error rate is small _comma_ from 21.4 % to 20.9 % _comma_ because the number of disagreements is small compared with the overall number of errors in our current recognition setup .
1302,3,On the assumption that saw selects for a PP instrumental argument _comma_ we can derive this preference in the present model via the preference to attach as an argument as opposed to an adjunct .
